,Representative,Metric,Num,Unit
763,2VIZ,ic50,605.0,nM
764,4RCF,ic50,9.0,nM
765,4EXG,ic50,8.5,nM
766,2XFJ,ic50,13.0,nM
767,2VA7,ic50,640.0,nM
768,3BRA,Kd,2000.0,uM
769,3KN0,Kd,100.0,uM
770,5IE1,Kd,140.0,nM
771,3MSL,ic50,7.0,uM
772,2OHQ,ic50,25.0,uM
773,4I11,ic50,27.2,uM
774,5I3Y,Kd,0.4,nM
775,3ZMG,ic50,0.023,uM
776,4I0Z,ic50,0.47,uM
777,5F00,ic50,250.0,nM
778,4B05,Ki,26.0,nM
779,4DI2,ic50,5.5,nM
780,3OHF,ic50,94.0,nM
781,2ZDZ,ic50,0.7,uM
782,3LNK,ic50,1150.0,nM
783,4J17,ic50,0.054000000000000006,uM
784,3IXK,ic50,6.6,nM
785,4K8S,ic50,0.036000000000000004,uM
786,3BUH,Kd,220.0,uM
787,4FGX,ic50,73.0,nM
788,4I1C,ic50,0.4,uM
789,3EXO,ic50,24.0,uM
790,3S7L,ic50,0.08,uM
791,2VJ6,ic50,13.0,nM
792,3L58,ic50,8.0,nM
793,4JPC,ic50,94.0,nM
794,3RU1,Kd,14.2,uM
795,3K5F,ic50,3.7,uM
796,3RSX,Kd,38.8,uM
797,4B00,ic50,2.44,nM
798,3VV6,ic50,157.0,uM
799,4DJU,Ki,3.6,uM
800,3UDN,ic50,7.0,uM
801,4J1I,ic50,0.04,uM
802,2QMF,ic50,3.0,nM
803,5HD0,Ki,4.0,nM
804,4I10,ic50,0.17,uM
805,3IGB,ic50,38.0,uM
806,2F3F,ic50,190.0,nM
807,3INF,ic50,0.04,uM
808,4R93,Ki,16.0,nM
809,4R5N,ic50,76.0,nM
810,4H3G,Ki,6.0,nM
811,2QU3,ic50,0.59,uM
812,4DVF,ic50,128.0,nM
813,4LXM,ic50,0.08800000000000001,uM
814,2OHP,ic50,94.0,uM
815,2XFI,ic50,15.0,nM
816,2IS0,ic50,200.0,nM
817,3K5C,ic50,17.0,nM
818,5HE5,Ki,336.0,nM
819,3LHG,ic50,0.02,uM
820,3L5B,Kd,123.0,uM
821,4B70,ic50,6.3,uM
822,3VEU,ic50,55.0,nM
823,4DJV,Ki,0.19,uM
824,4R8Y,Ki,0.64,uM
825,3INE,ic50,0.17,uM
826,2Q15,Ki,11.0,nM
827,2VIE,ic50,33.0,nM
828,4FM7,ic50,0.1,uM
829,4D83,ic50,0.055,uM
830,4ZSP,ic50,1.83,uM
831,4B1D,ic50,0.012,uM
832,3VG1,ic50,0.055,uM
833,2P8H,ic50,71.0,nM
834,3BUG,Kd,660.0,uM
835,2QMD,ic50,5.0,nM
836,2WF0,ic50,0.21,uM
837,3IN3,ic50,0.06,uM
838,3CIB,ic50,14.0,nM
839,3OHH,ic50,18.0,nM
840,3WB5,ic50,18.0,uM
841,4RRO,ic50,26.0,nM
842,3CID,ic50,5.0,nM
843,3KMY,Kd,32.0,uM
844,4DJW,Ki,0.53,uM
845,5ENK,ic50,8.0,nM
846,3BUF,Kd,800.0,uM
847,4PZW,ic50,0.11,uM
848,2QZL,ic50,8.0,nM
849,4RCD,ic50,0.7,nM
850,3WB4,ic50,220.0,uM
851,4XKX,ic50,0.9,nM
852,5DQC,Ki,45.6,nM
853,4K9H,ic50,0.076,uM
854,1KC7,Ki,3.0,uM
855,5HW4,Ka,42900.0,M^-1
856,3F81,ic50,0.07400000000000001,uM
857,4LA7,ic50,267.0,nM
858,3E7A,ic50,0.1,nM
859,3E7B,ic50,0.16,nM
860,1U32,ic50,97.0,nM
861,3PGL,Ki,5.0,uM
862,4WVO,ic50,32.0,nM
863,3ZVU,Kd,97.0,uM
864,2BCD,ic50,0.06,nM
865,1IT6,Ki,4.1,nM
866,3JRS,Kd,52.0,uM
867,4A91,Kd,2.1,mM
868,3EWC,Ki,20.0,nM
869,3EWD,Ki,4100.0,nM
870,1O5R,Ki,7.5,nM
871,1QXL,Ki,11.0,nM
872,1UML,Ki,30.0,nM
873,2E1W,Ki,11.0,nM
874,1NDV,Ki,1.2,uM
875,1NDY,Ki,0.68,uM
876,1NDW,Ki,5.9,uM
877,1V79,Ki,13.0,nM
878,1V7A,Ki,9.8,nM
879,1NDZ,Ki,7.7,nM
880,2ADA,Ki,0.1,pM
881,1FKW,Ki,9.0,uM
882,1UIO,Ki,45.0,uM
883,1ADD,Ki,0.18,uM
884,1A4M,Ki,0.16,pM
885,1FKX,Ki,6.0,mM
886,2BPM,ic50,2.0,nM
887,4CFN,ic50,49.0,uM
888,3BHU,ic50,0.003,uM
889,1E9H,ic50,35.0,nM
890,1OIU,ic50,0.21,uM
891,3BHV,ic50,0.08,uM
892,2G9X,ic50,45.0,nM
893,3MY5,ic50,65.0,uM
894,2IW6,ic50,0.14,uM
895,1OKV,ic50,0.68,uM
896,1H1R,ic50,2.3,uM
897,1OKW,ic50,5.6,uM
898,1OI9,ic50,69.0,nM
899,2UZE,ic50,48.0,uM
900,4CFV,ic50,23.5,uM
901,3BHT,ic50,0.011000000000000001,uM
902,2IW8,ic50,103.0,nM
903,4BCO,Ki,0.131,uM
904,2UUE,ic50,1.3,uM
905,1VYW,ic50,37.0,nM
906,2UZL,ic50,0.61,uM
907,1H24,Kd,0.5,uM
908,1H1Q,ic50,1.0,uM
909,3DDQ,ic50,28.0,uM
910,2WEV,ic50,30.0,uM
911,1OIY,ic50,64.0,nM
912,4I3Z,Kd,51.3,mM
913,2C5O,ic50,6.5,uM
914,2WIH,ic50,0.045,uM
915,2IW9,ic50,8.9,nM
916,1H1S,Ki,6.0,nM
917,2C5N,ic50,0.22,uM
918,4BCP,Ki,568.0,nM
919,3F5X,ic50,1040.0,nM
920,4BCK,Ki,0.004,uM
921,1H1P,Ki,12.0,uM
922,4EOR,Ki,500.0,nM
923,4CFW,ic50,0.51,uM
924,2XMY,Ki,0.11,nM
925,3PXQ,Kd,37.0,uM
926,2R3N,ic50,70.0,nM
927,4NJ3,Ki,0.14,uM
928,1OIQ,ic50,2.9,uM
929,2W17,ic50,0.002,uM
930,2VTP,ic50,0.003,uM
931,1JVP,ic50,1.6,uM
932,3LE6,ic50,0.035,uM
933,2VTI,ic50,0.66,uM
934,3LFS,Ki,2.5,uM
935,1YKR,ic50,0.56,uM
936,1PXN,Ki,0.32,uM
937,2R3J,ic50,10.0,nM
938,3IG7,ic50,9.0,nM
939,2VTS,ic50,0.03,uM
940,1P2A,ic50,12.0,nM
941,2BHE,ic50,1.0,uM
942,3UNK,ic50,15.0,uM
943,2VTQ,ic50,0.14,uM
944,2C68,ic50,1.8,uM
945,3PXY,ic50,5.9,uM
946,2R3M,ic50,10.0,nM
947,5JQ5,Kd,2341.0,nM
948,1V1K,Ki,35.0,uM
949,2VTJ,ic50,1.9,uM
950,3PXZ,Kd,37.0,uM
951,3PXZ,ic50,5.9,uM
952,2UZO,ic50,18.0,uM
953,1KE7,ic50,8.9,nM
954,1DI8,ic50,1.0,uM
955,2R3P,ic50,900.0,nM
956,1KE8,ic50,1000.0,nM
957,2C6I,ic50,11.0,uM
958,1PXP,Ki,0.22,uM
959,2UZN,ic50,0.03,uM
960,2B55,ic50,96.0,nM
961,2W05,ic50,0.001,uM
962,2XNB,Ki,149.0,nM
963,2R3H,ic50,20000.0,nM
964,3LFN,Ki,3160.0,nM
965,3PY1,Kd,37.0,uM
966,3PY1,ic50,0.13,uM
967,2A4L,ic50,0.4,uM
968,1Y8Y,ic50,2.0,uM
969,1OIR,ic50,0.032,uM
970,2VTO,ic50,0.14,uM
971,2BTR,ic50,95.0,nM
972,2VTA,ic50,185.0,uM
973,3ULI,ic50,0.07,uM
974,2DS1,ic50,6.4,nM
975,2VTH,ic50,120.0,uM
976,1KE5,ic50,560.0,nM
977,1WCC,ic50,350.0,uM
978,1PXO,Ki,2.0,nM
979,1H00,ic50,38.0,uM
980,1B39,Kd,0.12,uM
981,3PXF,Kd,37.0,uM
982,2R3G,ic50,800.0,nM
983,2C69,ic50,26.0,uM
984,2VTM,ic50,1.0,mM
985,1E1V,Ki,12.0,uM
986,2VV9,ic50,0.017,uM
987,2BTS,ic50,20.0,nM
988,1URW,ic50,0.003,uM
989,1KE6,ic50,5.7,nM
990,2C6K,ic50,0.73,uM
991,1OIT,ic50,0.003,uM
992,3NS9,ic50,0.003,uM
993,1H01,ic50,22.0,uM
994,4BGH,ic50,4.0,nM
995,2R3F,ic50,500.0,nM
996,2R64,ic50,0.03,uM
997,2C6L,ic50,0.27,uM
998,5D1J,ic50,48.0,nM
999,2VTT,ic50,0.044000000000000004,uM
1000,2VU3,ic50,0.047,uM
1001,3PY0,ic50,0.13,uM
1002,2VTR,ic50,1.5,uM
1003,1E1X,Ki,1.3,uM
1004,3UNJ,ic50,11.0,uM
1005,2R3I,ic50,1000.0,nM
1006,1VYZ,ic50,290.0,nM
1007,3WBL,ic50,23.0,uM
1008,4RJ3,ic50,93.0,nM
1009,2VTN,ic50,0.85,uM
1010,2C6M,ic50,0.35,uM
1011,2R3L,ic50,100.0,nM
1012,1B38,Kd,0.254,uM
1013,2B52,ic50,8.0,nM
1014,3S2P,ic50,0.068,uM
1015,2R3O,ic50,600.0,nM
1016,3IGG,ic50,95.0,nM
1017,1R78,ic50,3.0,nM
1018,2FVD,Ki,0.003,uM
1019,2VTL,ic50,97.0,uM
1020,1KE9,ic50,660.0,nM
1021,1PYE,ic50,0.32,uM
1022,1H07,ic50,3.0,uM
1023,2B53,ic50,0.6,uM
1024,2DUV,ic50,0.087,uM
1025,4ACM,Ki,210.0,nM
1026,2C5Y,ic50,0.25,uM
1027,2R3K,ic50,100.0,nM
1028,2W1H,ic50,0.052000000000000005,uM
1029,1Y91,ic50,0.059000000000000004,uM
1030,4BCN,Ki,0.012,uM
1031,1UNH,ic50,0.1,uM
1032,1UNG,ic50,0.18,uM
1033,4AUA,ic50,7.2,uM
1034,4CRL,Kd,195.0,pM
1035,5CEI,ic50,5.3,nM
1036,5HVY,ic50,17.4,nM
1037,5HBE,ic50,2.3,nM
1038,5HBH,ic50,49.2,nM
1039,5FGK,ic50,1.7,nM
1040,3RGF,ic50,0.13,uM
1041,4BCM,Ki,0.12300000000000001,uM
1042,4AU8,ic50,551.0,nM
1043,5HQ0,ic50,10.0,nM
1044,4Y72,ic50,10.0,nM
1045,4BCQ,Ki,0.147,uM
1046,3O0G,ic50,2.0,uM
1047,4WOE,Kd,3.8,uM
1048,4YCA,Kd,117.0,nM
1049,1YJQ,Kd,6.5,uM
1050,1YON,Kd,61.0,uM
1051,2OFP,Kd,9.4,uM
1052,2OFP,Kd,160.0,uM
1053,1NMK,ic50,5.7,nM
1054,5T9W,Kd,2600.0,nM
1055,1W8L,Ki,320.0,mM
1056,5T9U,Kd,25.0,nM
1057,5TA2,Kd,11.0,nM
1058,5T9Z,Kd,64.0,nM
1059,5TA4,Kd,24.0,nM
1060,1YND,ic50,6.9,nM
1061,1W8M,Ki,25.0,mM
1062,4TW7,Ki,26.0,nM
1063,4JFK,Ki,0.3,uM
1064,4JFJ,Ki,2.1,uM
1065,4DRO,ic50,3.9,uM
1066,4DRP,ic50,3.9,uM
1067,4TX0,Ki,132.0,nM
1068,4DRQ,ic50,22.6,uM
1069,4TW6,Ki,61000.0,nM
1070,4JFI,Ki,18.1,uM
1071,4JFL,Ki,13.9,uM
1072,5DIT,Ki,0.7,uM
1073,5BXJ,Kd,0.000227,M
1074,5DIU,Ki,0.043,uM
1075,4JFM,Ki,7.6,uM
1076,4DRM,ic50,5.8,uM
1077,4DRK,ic50,8.36,uM
1078,5DIV,Ki,0.14,uM
1079,4DRN,ic50,5.8,uM
1080,1FKB,Kd,0.2,nM
1081,1D7J,Kd,500.0,uM
1082,1BKF,Ki,2.1,nM
1083,1QPF,ic50,27.0,nM
1084,1FKF,Kd,0.4,nM
1085,1FKI,Ki,100.0,nM
1086,1FKH,Ki,7.0,nM
1087,1A7X,Kd,0.2,nM
1088,1D7I,Kd,250.0,uM
1089,1FKG,Ki,10.0,nM
1090,1BL4,ic50,1.8,nM
1091,1J4R,Ki,0.019,uM
1092,3IHZ,ic50,160.0,nM
1093,2ITK,Ki,20.4,nM
1094,2XPB,ic50,2.0,uM
1095,3KAG,ic50,6.6,uM
1096,3KAI,ic50,2.6,uM
1097,2Q5A,Ki,507.0,nM
1098,2XPA,ic50,4.1,uM
1099,3ODK,ic50,710.0,uM
1100,3KAD,ic50,7.5,uM
1101,2XP4,ic50,180.0,uM
1102,3KAB,ic50,630.0,uM
1103,3OOB,Kd,21.6,uM
1104,2XP5,ic50,360.0,uM
1105,2XP7,ic50,1.46,uM
1106,3KAH,ic50,0.26,uM
1107,2XP6,ic50,20.0,uM
1108,2XP8,Kd,15.0,uM
1109,3KAF,ic50,0.83,uM
1110,3NTP,ic50,12.0,uM
1111,3KCE,ic50,16.0,uM
1112,1F8A,Kd,10.0,uM
1113,4QT2,ic50,0.48,uM
1114,4QT3,ic50,0.48,uM
1115,2PV1,Kd,0.073,uM
1116,4TYO,Ki,0.08,uM
1117,3I6C,Ki,12.0,uM
1118,3KAC,ic50,740.0,uM
1119,3JYJ,Ki,1.8,uM
1120,2WA4,ic50,18.0,uM
1121,2W0X,ic50,625.0,uM
1122,2WA3,ic50,1.0,mM
1123,4AI8,ic50,100.0,uM
1124,2YDE,ic50,189.0,uM
1125,2YC0,ic50,1500.0,uM
1126,2HZY,Ki,41.0,nM
1127,1HYO,Ki,85.0,uM
1128,4AIG,ic50,0.3,uM
1129,3D9T,Kd,48.0,nM
1130,3D9U,Kd,85.0,nM
1131,1RO7,Ki,657.0,uM
1132,1O8B,Ki,2.1,mM
1133,1UJ5,Ki,0.89,mM
1134,1UJ6,Ki,0.89,mM
1135,2BES,Ki,0.057,mM
1136,2VVO,ic50,2.0,mM
1137,2BET,Ki,1.7,mM
1138,3NC9,ic50,330.0,nM
1139,5WBM,Kd,20.0,uM
1140,5WBO,Kd,62.0,uM
1141,5WBQ,ic50,1.48,uM
1142,5WBZ,ic50,0.34,uM
1143,7CPA,Ki,11.0,fM
1144,1F57,Ki,2.3,uM
1145,1CPS,Ki,0.22,uM
1146,2CTC,Ki,0.13,mM
1147,2RFH,Ki,0.15,uM
1148,1HDQ,Ki,1.5,uM
1149,1IY7,Ki,0.65,uM
1150,3FX6,Ki,0.16,uM
1151,8CPA,Ki,710.0,pM
1152,1HEE,Ki,4.6,uM
1153,1HDU,Ki,19.0,uM
1154,6CPA,Ki,3.0,pM
1155,1CBX,Ki,0.45,uM
1156,4DV8,Ki,0.58,nM
1157,4PKV,ic50,5.6,uM
1158,4PKT,ic50,14.9,uM
1159,5D1T,ic50,10.0,uM
1160,4PKU,ic50,30.0,uM
1161,4PKS,ic50,15.2,uM
1162,4XM6,ic50,90.0,uM
1163,4PKW,ic50,22.5,uM
1164,5D1S,ic50,37.0,uM
1165,1YQY,Ki,24.0,nM
1166,4PKR,ic50,15.2,uM
1167,1T36,Kd,9.0,uM
1168,2BNF,ic50,65.0,uM
1169,1YID,Kd,10.0,uM
1170,2A4M,Kd,30.0,uM
1171,5DK4,Ki,2.0,nM
1172,1M83,Kd,0.4,mM
1173,2OV4,Ki,2.0,mM
1174,3ETG,ic50,1.5,uM
1175,3ETD,ic50,4.8,uM
1176,3A1C,Kd,0.1,mM
1177,3A1E,Kd,2.2,mM
1178,3LVW,Ki,2.12,mM
1179,4BG1,ic50,0.49,uM
1180,4BGK,ic50,0.52,uM
1181,4BHF,Kd,4.1,uM
1182,4C5W,ic50,3.3,uM
1183,4BGM,ic50,0.61,uM
1184,4BHI,Kd,9.3,uM
1185,1SVK,Kd,1.1,nM
1186,1SVS,Kd,2.3,nM
1187,3FFA,Kd,0.69,uM
1188,4JWK,Kd,5.3,nM
1189,4JX9,Kd,1.4,nM
1190,4QBK,Kd,1.45e-06,M
1191,4QD3,Kd,1.45e-06,M
1192,4J7U,Ki,14.0,nM
1193,4HWK,ic50,82.0,nM
1194,4Z3K,ic50,0.15,uM
1195,4XWY,ic50,54.0,nM
1196,5E1M,Kd,2.8,nM
1197,5E1O,Kd,0.3,uM
1198,5E1B,Kd,0.8,uM
1199,5E1D,Kd,0.1,uM
1200,5CVD,Kd,0.39,uM
1201,2V8L,Kd,5.1,uM
1202,1GAH,Kd,1.0,pM
1203,1GAI,Ki,10.0,nM
1204,1DOG,Ki,96.0,uM
1205,1AGM,Kd,1.0,pM
1206,1LF9,Kd,1.0,pM
1207,1G7V,Kd,0.4,uM
1208,1PHW,Ki,0.5,mM
1209,2NX1,Kd,0.02,uM
1210,2A2I,Kd,0.04,uM
1211,1ZHA,Kd,0.04,uM
1212,2NWS,Kd,5.44,uM
1213,2NXG,Kd,17.0,uM
1214,2NX3,Kd,17.0,uM
1215,2EF9,Kd,14.18,uM
1216,1JCX,Ki,7.0,uM
1217,4TO8,ic50,56.9,mM
1218,3GAY,Kd,20.0,nM
1219,2ISW,Ki,37.0,nM
1220,3OHI,Ki,14.0,uM
1221,2ISV,Ki,37.0,nM
1222,3N9R,Ki,5.5,uM
1223,1ADO,Kd,1.0,uM
1224,2OT1,Ki,0.1,mM
1225,3C56,Ki,0.013000000000000001,uM
1226,3N9S,Ki,0.07,uM
1227,4A22,Kd,6.8,nM
1228,4LV4,Kd,9.39,uM
1229,4DEL,Kd,21.1,nM
1230,3I73,Kd,3.23,uM
1231,2E5Y,Kd,22.0,mM
1232,2VC7,Ki,432.0,uM
1233,1K3T,ic50,64.0,uM
1234,1J0X,Kd,0.01,uM
1235,4MIB,ic50,0.2,nM
1236,4JU6,ic50,0.67,uM
1237,3CJ5,ic50,0.25,uM
1238,3SKA,ic50,0.017,uM
1239,2JC0,ic50,20.0,uM
1240,2GIR,ic50,140.0,nM
1241,3TYV,ic50,0.008,uM
1242,4IH7,Kd,5.8,uM
1243,4J06,ic50,4.6,uM
1244,3HKY,Kd,2.3,nM
1245,3PHE,ic50,0.016,uM
1246,3CJ2,ic50,17.0,uM
1247,4J08,ic50,0.22,uM
1248,3LKH,ic50,0.8,uM
1249,2D3Z,ic50,0.2918,uM
1250,3FQL,Kd,0.071,uM
1251,3CJ4,ic50,1.0,uM
1252,4J0A,ic50,0.31,uM
1253,3GYN,ic50,0.047,uM
1254,4MKB,ic50,3.0,nM
1255,4JVQ,ic50,0.63,uM
1256,2I1R,ic50,9.7,uM
1257,2D41,ic50,0.31,uM
1258,2WCX,ic50,0.025,uM
1259,2HWH,ic50,2.0,uM
1260,3H5U,ic50,0.003,uM
1261,2DXS,ic50,0.046,uM
1262,3D5M,ic50,0.01,uM
1263,2YOJ,ic50,5.0,nM
1264,2D3U,Ki,0.12,uM
1265,4JU7,ic50,0.67,uM
1266,3H98,ic50,0.005,uM
1267,4IH5,Kd,78.0,uM
1268,2HWI,ic50,3.0,uM
1269,4MKA,ic50,1.0,nM
1270,3VQS,ic50,0.0178,uM
1271,3CDE,ic50,0.01,uM
1272,3CVK,ic50,0.01,uM
1273,4JU3,ic50,0.085,uM
1274,4MK9,ic50,9.0,nM
1275,3MF5,ic50,0.042,uM
1276,1OS5,Kd,0.14,uM
1277,5CZB,ic50,0.0257,uM
1278,3CJ3,ic50,57.0,uM
1279,3U4R,ic50,0.039,uM
1280,3GNW,Kd,0.79,nM
1281,4MK8,ic50,1.0,nM
1282,3HHK,ic50,6.0,nM
1283,3UPI,ic50,6.0,nM
1284,3D28,ic50,1.4,uM
1285,4IZ0,ic50,100.0,uM
1286,2O5D,ic50,7.0,uM
1287,3CWJ,ic50,0.01,uM
1288,3FQK,ic50,0.081,uM
1289,2WHO,ic50,0.02,uM
1290,4EO6,Kd,0.002,uM
1291,4EO8,Kd,0.006999999999999999,uM
1292,4TLR,ic50,0.003,uM
1293,4J04,ic50,11.0,uM
1294,3G86,ic50,0.005,uM
1295,2JC1,ic50,3.8,uM
1296,4DRU,Kd,2.4,nM
1297,2GC8,ic50,3.1,uM
1298,4IH6,Kd,18.0,uM
1299,1NHU,Ki,2.2,uM
1300,3U4O,ic50,0.053,uM
1301,3E+51,ic50,0.013999999999999999,uM
1302,4JU4,ic50,0.34,uM
1303,2GIQ,ic50,131.0,nM
1304,2FVC,ic50,32.0,nM
1305,3BR9,ic50,0.062,uM
1306,3SKH,ic50,0.9,uM
1307,1YVF,ic50,0.1,uM
1308,2HAI,ic50,0.53,uM
1309,3SKE,ic50,0.032,uM
1310,3H5S,ic50,0.005,uM
1311,3UPH,ic50,15.0,nM
1312,1INQ,ic50,539.0,nM
1313,1JUF,ic50,1400.0,nM
1314,3HKW,Kd,38.0,nM
1315,2ILZ,Kd,4.0,uM
1316,5HMY,ic50,0.5,uM
1317,3VWS,Kd,225.0,uM
1318,5F41,Kd,67.0,uM
1319,5F3Z,Kd,29.0,uM
1320,5F3T,Kd,210.0,uM
1321,4UZI,Ki,5.78,mM
1322,4DK7,ic50,0.02,uM
1323,3FEI,ic50,0.02,uM
1324,3G8I,ic50,0.038,uM
1325,5HCV,Ki,2.0,nM
1326,3VHU,ic50,49.0,nM
1327,3VHV,ic50,510.0,nM
1328,4PF3,ic50,71.0,nM
1329,3IPQ,Ki,27.0,nM
1330,3IPU,Ki,48.0,nM
1331,3IPS,Ki,64.0,nM
1332,5FDZ,Kd,6.8,uM
1333,5LVR,Kd,250.0,uM
1334,5FE6,Kd,6910.0,uM
1335,5FE7,Kd,488.0,uM
1336,5FE9,Kd,20.98,uM
1337,5LVQ,Kd,73.0,uM
1338,3KDU,ic50,347.0,nM
1339,1I7G,ic50,1.0,uM
1340,5H86,Ki,5.6,uM
1341,5I89,ic50,0.033,uM
1342,5MQE,Kd,4.0,uM
1343,4YK0,ic50,14.0,uM
1344,5MPZ,Kd,85.0,uM
1345,5DBM,ic50,0.35,uM
1346,5LPM,Kd,2.77,uM
1347,5LPJ,Kd,10.1,uM
1348,4TQN,Kd,0.77,uM
1349,5TB6,Kd,1.53,uM
1350,5I83,ic50,4.1,uM
1351,5I86,ic50,0.53,uM
1352,5NU5,Kd,0.47,uM
1353,5LPK,Kd,3.06,uM
1354,5NU3,Kd,0.23,uM
1355,5LPL,Kd,12.0,uM
1356,5J0D,Kd,134.0,nM
1357,5CGP,Kd,0.12,uM
1358,2HFP,ic50,3.0,nM
1359,5TPX,Kd,280.0,nM
1360,1U3R,ic50,5.0,nM
1361,1X76,ic50,1.9,nM
1362,1ZAF,ic50,20.0,nM
1363,1X7J,ic50,9.0,nM
1364,1X78,ic50,14.0,nM
1365,1U3S,ic50,1.4,nM
1366,1X7B,ic50,4.1,nM
1367,5ICV,ic50,2.44,uM
1368,4OIV,Kd,8.29,uM
1369,1M13,Kd,27.0,nM
1370,4X1G,Kd,11.5,uM
1371,4X1G,Ki,3.01,uM
1372,4X1F,Ki,11.5,uM
1373,1YYE,ic50,2.9,nM
1374,2I0G,Ki,0.19,nM
1375,2JJ3,Kd,0.281,uM
1376,2Z4B,Ki,0.44,nM
1377,2GIU,ic50,1.5,nM
1378,1U9E,ic50,5.7,nM
1379,1U3Q,ic50,3.5,nM
1380,2NV7,ic50,5.0,nM
1381,3H0A,Ki,0.033,uM
1382,3G9E,ic50,0.019,uM
1383,4WKC,Ki,0.2,pM
1384,1Y6Q,Ki,2.0,pM
1385,4YML,Ki,4.5,nM
1386,1NC3,Ki,10.0,uM
1387,1JYS,Ki,300.0,uM
1388,4F2W,Ki,5.0,pM
1389,1NC1,Ki,0.75,uM
1390,1Z5N,Ki,300.0,uM
1391,4F2P,Ki,5.0,pM
1392,1Y6R,Ki,77.0,pM
1393,4F3C,Ki,1.5,pM
1394,4F3K,Ki,69.0,pM
1395,4FFS,Kd,36.0,pM
1396,4YNB,Ki,0.043,nM
1397,4WKN,Ki,0.19,nM
1398,5KB3,Kd,570.0,pM
1399,4YO8,Ki,0.03,nM
1400,4WKO,Ki,0.34,nM
1401,4WKB,Ki,2.7,pM
1402,4X24,Ki,166.0,pM
1403,3DP9,ic50,6.0,nM
1404,3MCT,Kd,85.5,uM
1405,1B42,Kd,97.9,uM
1406,1BKY,Kd,144.0,uM
1407,3MAG,Kd,86.0,uM
1408,2HHP,ic50,20.0,mM
1409,5LYR,Kd,0.013000000000000001,uM
1410,4V27,Kd,140.0,nM
1411,5M5D,Kd,111.0,uM
1412,4AD2,Kd,625.0,nM
1413,4AD3,Kd,24.0,uM
1414,5M17,Kd,221.0,uM
1415,4I7E,Kd,0.45,uM
1416,4I4I,Kd,2.1,uM
1417,3JSX,ic50,7.7,nM
1418,1KBQ,Ki,0.45,uM
1419,4CET,Kd,428.0,nM
1420,5A4K,Kd,155.0,nM
1421,4PIV,ic50,7.7,nM
1422,2GYI,Ki,100.0,nM
1423,1XLI,Ki,33.0,mM
1424,2CIX,Kd,33.0,mM
1425,4GAH,Ki,0.8,uM
1426,1CTU,Ki,1.2,pM
1427,1CTT,Ki,30.0,uM
1428,1I7M,ic50,0.23,nM
1429,3DZ6,ic50,15.0,nM
1430,3H0V,ic50,15.0,uM
1431,3EPB,Ka,10000.0,M^-1
1432,3DZ4,ic50,400.0,nM
1433,1I7C,ic50,0.4,uM
1434,3H0W,ic50,600.0,nM
1435,3EPA,Ka,2000.0,M^-1
1436,3DZ2,ic50,70.0,uM
1437,3UN3,Kd,0.23,uM
1438,3UO0,Kd,0.47,uM
1439,4UFH,Ki,380.0,nM
1440,4UFK,Ki,130.0,uM
1441,4UFM,Ki,190.0,uM
1442,4UFJ,Ki,52.0,uM
1443,4UFI,Ki,630.0,nM
1444,4UFL,Ki,2.3,mM
1445,4UBS,Kd,65.0,uM
1446,2I74,Kd,67.0,uM
1447,3STD,Ki,7.7,pM
1448,2STD,Kd,0.14,nM
1449,6STD,Ki,2.3,nM
1450,4STD,Ki,47.0,pM
1451,5STD,Ki,32.0,pM
1452,7STD,Ki,19.0,pM
1453,2TOH,Ki,70.0,uM
1454,1KNR,Kd,8.1,uM
1455,5JSQ,Ki,21.3,uM
1456,5KAM,Ki,77.3,uM
1457,3OZG,Ki,0.65,nM
1458,1CJB,Kd,1.0,nM
1459,1P19,Kd,76.8,uM
1460,1TC1,ic50,2.0,mM
1461,5W8V,Ki,0.006,uM
1462,4IJQ,Ki,600.0,nM
1463,5BRN,Ki,0.5,uM
1464,4RAC,Ki,0.03,uM
1465,1BZY,Kd,4.6,nM
1466,4RAO,Ki,1.0,uM
1467,4RAB,Ki,0.04,uM
1468,1QK3,Kd,7.1,uM
1469,1QK4,Kd,61.0,uM
1470,1FSG,ic50,9.5,uM
1471,1YFZ,Ki,45.0,uM
1472,1DQN,Ki,10.0,nM
1473,1QF5,ic50,0.043,uM
1474,1QF4,ic50,0.665,uM
1475,2GCQ,Ki,17.0,uM
1476,2X05,Ki,610.0,nM
1477,2X09,Ki,175.0,uM
1478,1TOX,Kd,10.0,uM
1479,3ESS,ic50,411.0,nM
1480,2Q6M,Kd,0.51,uM
1481,1XK9,Ki,140.0,nM
1482,2TCL,ic50,9.0,nM
1483,1CGL,Ki,135.0,nM
1484,966C,Ki,23.0,nM
1485,3IOI,Ki,0.53,uM
1486,3V0L,Ki,3.0,uM
1487,3KYQ,Kd,61.0,uM
1488,2FV5,Ki,0.03,nM
1489,3EWJ,Ki,143.0,nM
1490,1ZXC,ic50,8.0,nM
1491,3KME,Ki,96.0,nM
1492,2A8H,ic50,67.0,nM
1493,2FV9,ic50,60.0,nM
1494,3LEA,Ki,0.77,nM
1495,3LGP,Ki,2.0,nM
1496,2I47,ic50,2.2,nM
1497,3B92,Ki,10.0,nM
1498,3KMC,Ki,400.0,nM
1499,3LE9,Ki,6.0,nM
1500,3G42,ic50,0.14,uM
1501,2DDF,ic50,41.0,nM
1502,2OI0,Ki,28.0,nM
1503,3L0V,Ki,23.0,nM
1504,3O64,Ki,0.4,nM
1505,1NAA,Ki,0.25,mM
